기준일자,대륙명,국가명,목적구분,인원,전년동기,증감률
201707,유럽,우크라이나,전체,2243,2778,-19.3
201707,유럽,스페인,관광,1874,1737,7.9
201707,유럽,스페인,상용,23,24,-4.2
201707,유럽,스페인,공용,10,11,-9.1
201707,유럽,스페인,유학연수,26,30,-13.3
201707,유럽,스페인,기타,279,445,-37.3
201707,유럽,스페인,전체,2212,2247,-1.6
201707,유럽,루마니아,관광,390,397,-1.8
201707,유럽,루마니아,상용,13,12,8.3
201707,유럽,루마니아,공용,4,0,0
201707,유럽,루마니아,유학연수,6,7,-14.3
201707,유럽,루마니아,기타,559,1332,-58
201707,유럽,루마니아,전체,972,1748,-44.4
201707,유럽,노르웨이,관광,1093,925,18.2
201707,유럽,노르웨이,상용,216,242,-10.7
201707,유럽,노르웨이,공용,4,1,300
201707,유럽,노르웨이,유학연수,7,23,-69.6
201707,유럽,노르웨이,기타,86,156,-44.9
201707,유럽,노르웨이,전체,1406,1347,4.4
201707,유럽,스웨덴,관광,1298,1398,-7.2
201707,유럽,스웨덴,상용,34,27,25.9
201707,유럽,스웨덴,공용,10,4,150
201707,유럽,스웨덴,유학연수,6,5,20
201707,유럽,스웨덴,기타,98,114,-14
201707,유럽,스웨덴,전체,1446,1548,-6.6
201707,유럽,폴란드,관광,1254,857,46.3
201707,유럽,폴란드,상용,28,21,33.3
201707,유럽,폴란드,공용,0,0,0
201707,유럽,폴란드,유학연수,14,20,-30
201707,유럽,폴란드,기타,596,436,36.7
201707,유럽,폴란드,전체,1892,1334,41.8
201707,유럽,스위스,관광,1312,1430,-8.3
201707,유럽,스위스,상용,21,19,10.5
201707,유럽,스위스,공용,2,2,0
201707,유럽,스위스,유학연수,22,9,144.4
201707,유럽,스위스,기타,102,78,30.8
201707,유럽,스위스,전체,1459,1538,-5.1
201707,유럽,포르투갈,관광,847,777,9
201707,유럽,포르투갈,상용,8,8,0
201707,유럽,포르투갈,공용,0,1,-100
201707,유럽,포르투갈,유학연수,2,1,100
201707,유럽,포르투갈,기타,136,471,-71.1
201707,유럽,포르투갈,전체,993,1258,-21.1
201707,유럽,오스트리아,관광,846,875,-3.3
201707,유럽,오스트리아,상용,8,10,-20
201707,유럽,오스트리아,공용,2,1,100
201707,유럽,오스트리아,유학연수,12,10,20
201707,유럽,오스트리아,기타,172,178,-3.4
201707,유럽,오스트리아,전체,1040,1074,-3.2
201707,유럽,핀란드,관광,407,479,-15
201707,유럽,핀란드,상용,20,18,11.1
201707,유럽,핀란드,공용,2,0,0
201707,유럽,핀란드,유학연수,18,21,-14.3
201707,유럽,핀란드,기타,351,356,-1.4
201707,유럽,핀란드,전체,798,874,-8.7
201707,유럽,벨기에,관광,837,893,-6.3
201707,유럽,벨기에,상용,13,22,-40.9
201707,유럽,벨기에,공용,2,12,-83.3
201707,유럽,벨기에,유학연수,6,12,-50
201707,유럽,벨기에,기타,166,156,6.4
201707,유럽,벨기에,전체,1024,1095,-6.5
201707,유럽,크로아티아,관광,165,216,-23.6
201707,유럽,크로아티아,상용,5,15,-66.7
201707,유럽,크로아티아,공용,0,0,0
201707,유럽,크로아티아,유학연수,1,2,-50
201707,유럽,크로아티아,기타,179,669,-73.2
201707,유럽,크로아티아,전체,350,902,-61.2
201707,유럽,그리스,관광,447,468,-4.5
201707,유럽,그리스,상용,31,33,-6.1
201707,유럽,그리스,공용,2,1,100
201707,유럽,그리스,유학연수,0,1,-100
201707,유럽,그리스,기타,223,407,-45.2
201707,유럽,그리스,전체,703,910,-22.7
201707,유럽,불가리아,관광,233,236,-1.3
201707,유럽,불가리아,상용,3,1,200
201707,유럽,불가리아,공용,0,0,0
201707,유럽,불가리아,유학연수,2,7,-71.4
201707,유럽,불가리아,기타,361,712,-49.3
201707,유럽,불가리아,전체,599,956,-37.3
201707,유럽,덴마크,관광,852,895,-4.8
201707,유럽,덴마크,상용,23,46,-50
201707,유럽,덴마크,공용,8,4,100
201707,유럽,덴마크,유학연수,14,14,0
201707,유럽,덴마크,기타,167,137,21.9
201707,유럽,덴마크,전체,1064,1096,-2.9
201707,유럽,아일랜드,관광,521,480,8.5
201707,유럽,아일랜드,상용,15,19,-21.1
201707,유럽,아일랜드,공용,4,1,300
201707,유럽,아일랜드,유학연수,2,1,100
201707,유럽,아일랜드,기타,111,148,-25
201707,유럽,아일랜드,전체,653,649,0.6
201707,유럽,기타,관광,1910,1734,10.1
201707,유럽,기타,상용,33,55,-40
201707,유럽,기타,공용,7,10,-30
201707,유럽,기타,유학연수,54,59,-8.5
201707,유럽,기타,기타,1018,2029,-49.8
201707,유럽,기타,전체,3022,3887,-22.3
201707,오세아니아,연도대륙,관광,13382,16193,-17.4
201707,오세아니아,연도대륙,상용,196,408,-52
201707,오세아니아,연도대륙,공용,33,27,22.2
201707,오세아니아,연도대륙,유학연수,33,24,37.5
201707,오세아니아,연도대륙,기타,2017,2269,-11.1
201707,오세아니아,연도대륙,전체,15661,18921,-17.2
201707,오세아니아,호주,관광,10694,13183,-18.9
201707,오세아니아,호주,상용,174,384,-54.7
201707,오세아니아,호주,공용,21,17,23.5
201707,오세아니아,호주,유학연수,31,20,55
201707,오세아니아,호주,기타,1316,1513,-13
201707,오세아니아,호주,전체,12236,15117,-19.1
201707,오세아니아,뉴질랜드,관광,2339,2562,-8.7
201707,오세아니아,뉴질랜드,상용,19,24,-20.8
201707,오세아니아,뉴질랜드,공용,5,2,150
201707,오세아니아,뉴질랜드,유학연수,1,2,-50
201707,오세아니아,뉴질랜드,기타,605,557,8.6
201707,오세아니아,뉴질랜드,전체,2969,3147,-5.7
201707,오세아니아,기타,관광,349,448,-22.1
201707,오세아니아,기타,상용,3,0,0
201707,오세아니아,기타,공용,7,8,-12.5
201707,오세아니아,기타,유학연수,1,2,-50
201707,오세아니아,기타,기타,96,199,-51.8
201707,오세아니아,기타,전체,456,657,-30.6
201707,아프리카,연도대륙,관광,2492,2743,-9.2
201707,아프리카,연도대륙,상용,551,386,42.7
201707,아프리카,연도대륙,공용,97,54,79.6
201707,아프리카,연도대륙,유학연수,176,146,20.5
201707,아프리카,연도대륙,기타,872,2258,-61.4
201707,아프리카,연도대륙,전체,4188,5587,-25
201707,아프리카,남아프리카공화국,관광,534,537,-0.6
201707,아프리카,남아프리카공화국,상용,7,14,-50
201707,아프리카,남아프리카공화국,공용,0,0,0
201707,아프리카,남아프리카공화국,유학연수,3,1,200
201707,아프리카,남아프리카공화국,기타,299,825,-63.8
201707,아프리카,남아프리카공화국,전체,843,1377,-38.8
201707,아프리카,기타,관광,1958,2206,-11.2
201707,아프리카,기타,상용,544,372,46.2
201707,아프리카,기타,공용,97,54,79.6
201707,아프리카,기타,유학연수,173,145,19.3
201707,아프리카,기타,기타,573,1433,-60
201707,아프리카,기타,전체,3345,4210,-20.5
201707,기타,연도대륙,관광,39,42,-7.1
201707,기타,연도대륙,상용,1,1,0
201707,기타,연도대륙,공용,0,0,0
201707,기타,연도대륙,유학연수,0,0,0
201707,기타,연도대륙,기타,13,19,-31.6
201707,기타,연도대륙,전체,53,62,-14.5
201707,기타,기타,관광,39,42,-7.1
201707,기타,기타,상용,1,1,0
201707,기타,기타,공용,0,0,0
201707,기타,기타,유학연수,0,0,0
201707,기타,기타,기타,13,19,-31.6
201707,기타,기타,전체,53,62,-14.5
201707,교포,연도대륙,관광,0,0,0
201707,교포,연도대륙,상용,0,0,0
201707,교포,연도대륙,공용,0,0,0
201707,교포,연도대륙,유학연수,0,0,0
201707,교포,연도대륙,기타,21016,21917,-4.1
201707,교포,연도대륙,전체,21016,21917,-4.1
201707,교포,교포,관광,0,0,0
201707,교포,교포,상용,0,0,0
201707,교포,교포,공용,0,0,0
201707,교포,교포,유학연수,0,0,0
201707,교포,교포,기타,21016,21917,-4.1
201707,교포,교포,전체,21016,21917,-4.1
201708,대륙전체,연도,관광,817226,1312514,-37.7
201708,대륙전체,연도,상용,14129,15957,-11.5
201708,대륙전체,연도,공용,5190,4558,13.9
201708,대륙전체,연도,유학연수,61676,54211,13.8
201708,대륙전체,연도,기타,205285,277063,-25.9
201708,대륙전체,연도,전체,1103506,1664303,-33.7
201708,아시아,연도대륙,관광,687085,1185500,-42
201708,아시아,연도대륙,상용,11529,12291,-6.2
201708,아시아,연도대륙,공용,2032,1942,4.6
201708,아시아,연도대륙,유학연수,53947,47211,14.3
201708,아시아,연도대륙,기타,135408,196065,-30.9
201708,아시아,연도대륙,전체,890001,1443009,-38.3
201708,아시아,중국,관광,226153,747818,-69.8
201708,아시아,중국,상용,3566,4352,-18.1
201708,아시아,중국,공용,230,270,-14.8
201708,아시아,중국,유학연수,40388,35523,13.7
201708,아시아,중국,기타,69051,85808,-19.5
201708,아시아,중국,전체,339388,873771,-61.2
201708,아시아,일본,관광,216683,215859,0.4
201708,아시아,일본,상용,2261,2273,-0.5
201708,아시아,일본,공용,198,183,8.2
201708,아시아,일본,유학연수,2189,1974,10.9
201708,아시아,일본,기타,5404,5167,4.6
201708,아시아,일본,전체,226735,225456,0.6
201708,아시아,대만,관광,79663,77303,3.1
201708,아시아,대만,상용,68,67,1.5
201708,아시아,대만,공용,12,12,0
201708,아시아,대만,유학연수,1005,777,29.3
201708,아시아,대만,기타,1119,1322,-15.4
201708,아시아,대만,전체,81867,79481,3
201708,아시아,홍콩,관광,57902,55255,4.8
201708,아시아,홍콩,상용,32,39,-17.9
201708,아시아,홍콩,공용,4,0,0
201708,아시아,홍콩,유학연수,417,408,2.2
201708,아시아,홍콩,기타,904,805,12.3
201708,아시아,홍콩,전체,59259,56507,4.9
201708,아시아,마카오,관광,6662,5437,22.5
201708,아시아,마카오,상용,0,0,0
201708,아시아,마카오,공용,0,0,0
201708,아시아,마카오,유학연수,51,36,41.7
201708,아시아,마카오,기타,38,28,35.7
201708,아시아,마카오,전체,6751,5501,22.7
201708,아시아,필리핀,관광,12469,9250,34.8
201708,아시아,필리핀,상용,218,229,-4.8
201708,아시아,필리핀,공용,135,120,12.5
201708,아시아,필리핀,유학연수,304,262,16
201708,아시아,필리핀,기타,17894,40273,-55.6
201708,아시아,필리핀,전체,31020,50134,-38.1
201708,아시아,인도네시아,관광,6709,6892,-2.7
201708,아시아,인도네시아,상용,193,356,-45.8
201708,아시아,인도네시아,공용,96,68,41.2
201708,아시아,인도네시아,유학연수,654,627,4.3
201708,아시아,인도네시아,기타,6305,17196,-63.3
201708,아시아,인도네시아,전체,13957,25139,-44.5
201708,아시아,태국,관광,17064,14042,21.5
201708,아시아,태국,상용,45,35,28.6
201708,아시아,태국,공용,227,177,28.2
201708,아시아,태국,유학연수,351,345,1.7
201708,아시아,태국,기타,5810,6259,-7.2
201708,아시아,태국,전체,23497,20858,12.7
201708,아시아,베트남,관광,18689,12869,45.2
201708,아시아,베트남,상용,679,517,31.3
201708,아시아,베트남,공용,279,329,-15.2
201708,아시아,베트남,유학연수,2305,1794,28.5
201708,아시아,베트남,기타,5620,5151,9.1
201708,아시아,베트남,전체,27572,20660,33.5
201708,아시아,인도,관광,2597,2403,8.1
201708,아시아,인도,상용,2445,2404,1.7
201708,아시아,인도,공용,112,45,148.9
201708,아시아,인도,유학연수,291,247,17.8
201708,아시아,인도,기타,4500,14954,-69.9
201708,아시아,인도,전체,9945,20053,-50.4
201708,아시아,말레이시아,관광,12604,10370,21.5
201708,아시아,말레이시아,상용,127,171,-25.7
201708,아시아,말레이시아,공용,5,7,-28.6
201708,아시아,말레이시아,유학연수,721,764,-5.6
201708,아시아,말레이시아,기타,2254,2548,-11.5
201708,아시아,말레이시아,전체,15711,13860,13.4
201708,아시아,싱가포르,관광,8487,8621,-1.6
201708,아시아,싱가포르,상용,76,152,-50
201708,아시아,싱가포르,공용,4,3,33.3
201708,아시아,싱가포르,유학연수,590,479,23.2
201708,아시아,싱가포르,기타,1607,1672,-3.9
201708,아시아,싱가포르,전체,10764,10927,-1.5
201708,아시아,몽골,관광,4887,4507,8.4
201708,아시아,몽골,상용,112,110,1.8
201708,아시아,몽골,공용,207,220,-5.9
201708,아시아,몽골,유학연수,1185,1099,7.8
201708,아시아,몽골,기타,1035,1027,0.8
201708,아시아,몽골,전체,7426,6963,6.6
201708,아시아,우즈베키스탄,관광,3016,2809,7.4
201708,아시아,우즈베키스탄,상용,345,383,-9.9
201708,아시아,우즈베키스탄,공용,5,0,0
201708,아시아,우즈베키스탄,유학연수,1042,537,94
201708,아시아,우즈베키스탄,기타,2691,2618,2.8
201708,아시아,우즈베키스탄,전체,7099,6347,11.8
201708,아시아,미얀마,관광,1353,1088,24.4
201708,아시아,미얀마,상용,6,18,-66.7
201708,아시아,미얀마,공용,52,65,-20
201708,아시아,미얀마,유학연수,188,139,35.3
201708,아시아,미얀마,기타,3901,4248,-8.2
201708,아시아,미얀마,전체,5500,5558,-1
201708,아시아,GCC,관광,3510,3236,8.5
201708,아시아,GCC,상용,32,22,45.5
201708,아시아,GCC,공용,22,14,57.1
201708,아시아,GCC,유학연수,263,346,-24
201708,아시아,GCC,기타,163,137,19
201708,아시아,GCC,전체,3990,3755,6.3
201708,아시아,카자흐스탄,관광,2334,2075,12.5
201708,아시아,카자흐스탄,상용,13,8,62.5
201708,아시아,카자흐스탄,공용,0,12,-100
201708,아시아,카자흐스탄,유학연수,531,510,4.1
201708,아시아,카자흐스탄,기타,903,601,50.2
201708,아시아,카자흐스탄,전체,3781,3206,17.9
201708,아시아,튀르키예,관광,1713,1031,66.1
201708,아시아,튀르키예,상용,21,27,-22.2
201708,아시아,튀르키예,공용,78,31,151.6
201708,아시아,튀르키예,유학연수,190,147,29.3
201708,아시아,튀르키예,기타,887,1009,-12.1
201708,아시아,튀르키예,전체,2889,2245,28.7
201708,아시아,캄보디아,관광,511,569,-10.2
201708,아시아,캄보디아,상용,27,22,22.7
201708,아시아,캄보디아,공용,62,65,-4.6
201708,아시아,캄보디아,유학연수,131,139,-5.8
201708,아시아,캄보디아,기타,1230,922,33.4
201708,아시아,캄보디아,전체,1961,1717,14.2
201708,아시아,스리랑카,관광,354,375,-5.6
201708,아시아,스리랑카,상용,61,72,-15.3
201708,아시아,스리랑카,공용,22,6,266.7
201708,아시아,스리랑카,유학연수,71,59,20.3
201708,아시아,스리랑카,기타,1050,1054,-0.4
201708,아시아,스리랑카,전체,1558,1566,-0.5
201708,아시아,방글라데시,관광,271,318,-14.8
201708,아시아,방글라데시,상용,124,127,-2.4
201708,아시아,방글라데시,공용,28,64,-56.2
201708,아시아,방글라데시,유학연수,185,164,12.8
201708,아시아,방글라데시,기타,694,619,12.1
201708,아시아,방글라데시,전체,1302,1292,0.8
201708,아시아,파키스탄,관광,282,350,-19.4
201708,아시아,파키스탄,상용,281,256,9.8
201708,아시아,파키스탄,공용,51,18,183.3
201708,아시아,파키스탄,유학연수,252,267,-5.6
201708,아시아,파키스탄,기타,290,365,-20.5
201708,아시아,파키스탄,전체,1156,1256,-8
201708,아시아,이스라엘,관광,882,897,-1.7
201708,아시아,이스라엘,상용,5,8,-37.5
201708,아시아,이스라엘,공용,0,0,0
201708,아시아,이스라엘,유학연수,18,20,-10
201708,아시아,이스라엘,기타,47,68,-30.9
201708,아시아,이스라엘,전체,952,993,-4.1
201708,아시아,이란,관광,408,346,17.9
201708,아시아,이란,상용,288,299,-3.7
201708,아시아,이란,공용,13,18,-27.8
201708,아시아,이란,유학연수,80,63,27
201708,아시아,이란,기타,229,210,9
201708,아시아,이란,전체,1018,936,8.8
201708,아시아,기타,관광,1882,1780,5.7
201708,아시아,기타,상용,504,344,46.5
201708,아시아,기타,공용,190,215,-11.6
201708,아시아,기타,유학연수,545,485,12.4
201708,아시아,기타,기타,1782,2004,-11.1
201708,아시아,기타,전체,4903,4828,1.6
201708,아메리카,연도대륙,관광,63353,61917,2.3
201708,아메리카,연도대륙,상용,459,526,-12.7
201708,아메리카,연도대륙,공용,2690,2330,15.5
201708,아메리카,연도대륙,유학연수,2035,1719,18.4
201708,아메리카,연도대륙,기타,24382,25670,-5
201708,아메리카,연도대륙,전체,92919,92162,0.8
201708,아메리카,미국,관광,49516,48543,2
201708,아메리카,미국,상용,384,430,-10.7
201708,아메리카,미국,공용,2632,2234,17.8
201708,아메리카,미국,유학연수,1259,1014,24.2
201708,아메리카,미국,기타,17705,17213,2.9
201708,아메리카,미국,전체,71496,69434,3
201708,아메리카,캐나다,관광,9734,10049,-3.1
201708,아메리카,캐나다,상용,48,58,-17.2
201708,아메리카,캐나다,공용,16,69,-76.8
201708,아메리카,캐나다,유학연수,203,153,32.7
201708,아메리카,캐나다,기타,4898,5170,-5.3
201708,아메리카,캐나다,전체,14899,15499,-3.9
201708,아메리카,브라질,관광,1019,836,21.9
201708,아메리카,브라질,상용,10,12,-16.7
201708,아메리카,브라질,공용,12,5,140
201708,아메리카,브라질,유학연수,86,76,13.2
201708,아메리카,브라질,기타,353,602,-41.4
201708,아메리카,브라질,전체,1480,1531,-3.3
201708,아메리카,멕시코,관광,1253,708,77
201708,아메리카,멕시코,상용,4,8,-50
201708,아메리카,멕시코,공용,10,1,900
201708,아메리카,멕시코,유학연수,194,190,2.1
201708,아메리카,멕시코,기타,706,439,60.8
201708,아메리카,멕시코,전체,2167,1346,61
201708,아메리카,기타,관광,1831,1781,2.8
201708,아메리카,기타,상용,13,18,-27.8
201708,아메리카,기타,공용,20,21,-4.8
201708,아메리카,기타,유학연수,293,286,2.4
201708,아메리카,기타,기타,720,2246,-67.9
201708,아메리카,기타,전체,2877,4352,-33.9
201708,유럽,연도대륙,관광,53513,52790,1.4
201708,유럽,연도대륙,상용,1587,2341,-32.2
201708,유럽,연도대륙,공용,247,197,25.4
201708,유럽,연도대륙,유학연수,4730,4434,6.7
201708,유럽,연도대륙,기타,19790,27256,-27.4
201708,유럽,연도대륙,전체,79867,87018,-8.2
201708,유럽,러시아,관광,14096,12416,13.5
201708,유럽,러시아,상용,124,148,-16.2
201708,유럽,러시아,공용,50,57,-12.3
201708,유럽,러시아,유학연수,540,462,16.9
201708,유럽,러시아,기타,6507,5798,12.2
201708,유럽,러시아,전체,21317,18881,12.9
201708,유럽,영국,관광,8101,8672,-6.6
201708,유럽,영국,상용,194,436,-55.5
201708,유럽,영국,공용,16,10,60
201708,유럽,영국,유학연수,184,164,12.2
201708,유럽,영국,기타,2301,3474,-33.8
201708,유럽,영국,전체,10796,12756,-15.4
201708,유럽,독일,관광,6919,6952,-0.5
201708,유럽,독일,상용,215,273,-21.2
201708,유럽,독일,공용,27,19,42.1
201708,유럽,독일,유학연수,808,832,-2.9
201708,유럽,독일,기타,1692,1875,-9.8
201708,유럽,독일,전체,9661,9951,-2.9
201708,유럽,프랑스,관광,6581,6550,0.5
201708,유럽,프랑스,상용,336,529,-36.5
201708,유럽,프랑스,공용,72,48,50
201708,유럽,프랑스,유학연수,1173,1072,9.4
201708,유럽,프랑스,기타,1237,1425,-13.2
201708,유럽,프랑스,전체,9399,9624,-2.3
201708,유럽,이탈리아,관광,2389,2631,-9.2
201708,유럽,이탈리아,상용,62,77,-19.5
201708,유럽,이탈리아,공용,22,8,175
201708,유럽,이탈리아,유학연수,173,124,39.5
201708,유럽,이탈리아,기타,1121,3683,-69.6
201708,유럽,이탈리아,전체,3767,6523,-42.3
201708,유럽,네덜란드,관광,2165,2396,-9.6
201708,유럽,네덜란드,상용,38,54,-29.6
201708,유럽,네덜란드,공용,11,3,266.7
201708,유럽,네덜란드,유학연수,345,301,14.6
201708,유럽,네덜란드,기타,555,690,-19.6
201708,유럽,네덜란드,전체,3114,3444,-9.6
201708,유럽,우크라이나,관광,551,606,-9.1
201708,유럽,우크라이나,상용,69,64,7.8
201708,유럽,우크라이나,공용,1,2,-50
201708,유럽,우크라이나,유학연수,48,51,-5.9
201708,유럽,우크라이나,기타,1260,2282,-44.8
201708,유럽,우크라이나,전체,1929,3005,-35.8
201708,유럽,스페인,관광,1972,2093,-5.8
201708,유럽,스페인,상용,18,39,-53.8
201708,유럽,스페인,공용,13,13,0
201708,유럽,스페인,유학연수,215,221,-2.7
201708,유럽,스페인,기타,302,422,-28.4
201708,유럽,스페인,전체,2520,2788,-9.6
201708,유럽,루마니아,관광,387,479,-19.2
201708,유럽,루마니아,상용,18,22,-18.2
201708,유럽,루마니아,공용,0,7,-100
201708,유럽,루마니아,유학연수,24,24,0
201708,유럽,루마니아,기타,590,1228,-52
201708,유럽,루마니아,전체,1019,1760,-42.1
201708,유럽,노르웨이,관광,583,814,-28.4
201708,유럽,노르웨이,상용,224,325,-31.1
201708,유럽,노르웨이,공용,0,1,-100
201708,유럽,노르웨이,유학연수,86,69,24.6
201708,유럽,노르웨이,기타,123,226,-45.6
201708,유럽,노르웨이,전체,1016,1435,-29.2
201708,유럽,스웨덴,관광,958,966,-0.8
201708,유럽,스웨덴,상용,44,58,-24.1
201708,유럽,스웨덴,공용,3,7,-57.1
201708,유럽,스웨덴,유학연수,200,207,-3.4
201708,유럽,스웨덴,기타,131,158,-17.1
201708,유럽,스웨덴,전체,1336,1396,-4.3
201708,유럽,폴란드,관광,1185,763,55.3
201708,유럽,폴란드,상용,25,28,-10.7
201708,유럽,폴란드,공용,1,0,0
201708,유럽,폴란드,유학연수,74,78,-5.1
201708,유럽,폴란드,기타,741,504,47
201708,유럽,폴란드,전체,2026,1373,47.6
201708,유럽,스위스,관광,1099,1097,0.2
201708,유럽,스위스,상용,25,27,-7.4
201708,유럽,스위스,공용,1,0,0
201708,유럽,스위스,유학연수,74,78,-5.1
201708,유럽,스위스,기타,89,111,-19.8
201708,유럽,스위스,전체,1288,1313,-1.9
201708,유럽,포르투갈,관광,834,888,-6.1
201708,유럽,포르투갈,상용,7,11,-36.4
201708,유럽,포르투갈,공용,0,1,-100
201708,유럽,포르투갈,유학연수,32,25,28
201708,유럽,포르투갈,기타,111,356,-68.8
201708,유럽,포르투갈,전체,984,1281,-23.2
201708,유럽,오스트리아,관광,762,771,-1.2
201708,유럽,오스트리아,상용,8,7,14.3
201708,유럽,오스트리아,공용,2,1,100
201708,유럽,오스트리아,유학연수,69,68,1.5
201708,유럽,오스트리아,기타,165,178,-7.3
201708,유럽,오스트리아,전체,1006,1025,-1.9
201708,유럽,핀란드,관광,440,526,-16.3
201708,유럽,핀란드,상용,22,24,-8.3
201708,유럽,핀란드,공용,1,0,0
201708,유럽,핀란드,유학연수,142,159,-10.7
201708,유럽,핀란드,기타,343,308,11.4
201708,유럽,핀란드,전체,948,1017,-6.8
201708,유럽,벨기에,관광,741,708,4.7
201708,유럽,벨기에,상용,15,19,-21.1
201708,유럽,벨기에,공용,6,3,100
201708,유럽,벨기에,유학연수,79,75,5.3
201708,유럽,벨기에,기타,173,182,-4.9
201708,유럽,벨기에,전체,1014,987,2.7
201708,유럽,크로아티아,관광,200,208,-3.8
201708,유럽,크로아티아,상용,12,19,-36.8
201708,유럽,크로아티아,공용,1,0,0
201708,유럽,크로아티아,유학연수,9,8,12.5
201708,유럽,크로아티아,기타,261,735,-64.5
201708,유럽,크로아티아,전체,483,970,-50.2
201708,유럽,그리스,관광,365,395,-7.6
201708,유럽,그리스,상용,43,58,-25.9
201708,유럽,그리스,공용,5,3,66.7
201708,유럽,그리스,유학연수,4,4,0
201708,유럽,그리스,기타,258,499,-48.3
201708,유럽,그리스,전체,675,959,-29.6
201708,유럽,불가리아,관광,242,213,13.6
201708,유럽,불가리아,상용,3,5,-40
201708,유럽,불가리아,공용,0,0,0
201708,유럽,불가리아,유학연수,28,22,27.3
201708,유럽,불가리아,기타,378,703,-46.2
201708,유럽,불가리아,전체,651,943,-31
201708,유럽,덴마크,관광,628,642,-2.2
201708,유럽,덴마크,상용,13,48,-72.9
201708,유럽,덴마크,공용,5,2,150
201708,유럽,덴마크,유학연수,136,107,27.1
201708,유럽,덴마크,기타,135,143,-5.6
201708,유럽,덴마크,전체,917,942,-2.7
201708,유럽,아일랜드,관광,439,440,-0.2
201708,유럽,아일랜드,상용,14,18,-22.2
201708,유럽,아일랜드,공용,2,1,100
201708,유럽,아일랜드,유학연수,13,8,62.5
201708,유럽,아일랜드,기타,240,269,-10.8
201708,유럽,아일랜드,전체,708,736,-3.8
201708,유럽,기타,관광,1876,1564,19.9
201708,유럽,기타,상용,58,52,11.5
201708,유럽,기타,공용,8,11,-27.3
201708,유럽,기타,유학연수,274,275,-0.4
201708,유럽,기타,기타,1077,2007,-46.3
201708,유럽,기타,전체,3293,3909,-15.8
201708,오세아니아,연도대륙,관광,10979,9941,10.4
201708,오세아니아,연도대륙,상용,110,369,-70.2
201708,오세아니아,연도대륙,공용,57,25,128
201708,오세아니아,연도대륙,유학연수,127,92,38
201708,오세아니아,연도대륙,기타,1997,2403,-16.9
201708,오세아니아,연도대륙,전체,13270,12830,3.4
201708,오세아니아,호주,관광,8858,7816,13.3
201708,오세아니아,호주,상용,99,343,-71.1
201708,오세아니아,호주,공용,32,16,100
201708,오세아니아,호주,유학연수,99,73,35.6
201708,오세아니아,호주,기타,1274,1484,-14.2
201708,오세아니아,호주,전체,10362,9732,6.5
201708,오세아니아,뉴질랜드,관광,1747,1709,2.2
201708,오세아니아,뉴질랜드,상용,11,25,-56
201708,오세아니아,뉴질랜드,공용,18,1,1_700.0
201708,오세아니아,뉴질랜드,유학연수,12,10,20
201708,오세아니아,뉴질랜드,기타,620,662,-6.3
201708,오세아니아,뉴질랜드,전체,2408,2407,0
201708,오세아니아,기타,관광,374,416,-10.1
201708,오세아니아,기타,상용,0,1,-100
201708,오세아니아,기타,공용,7,8,-12.5
201708,오세아니아,기타,유학연수,16,9,77.8
201708,오세아니아,기타,기타,103,257,-59.9
201708,오세아니아,기타,전체,500,691,-27.6
201708,아프리카,연도대륙,관광,2268,2334,-2.8
201708,아프리카,연도대륙,상용,444,430,3.3
201708,아프리카,연도대륙,공용,164,64,156.2
201708,아프리카,연도대륙,유학연수,835,752,11
201708,아프리카,연도대륙,기타,1254,2833,-55.7
201708,아프리카,연도대륙,전체,4965,6413,-22.6
201708,아프리카,남아프리카공화국,관광,447,495,-9.7
201708,아프리카,남아프리카공화국,상용,13,19,-31.6
201708,아프리카,남아프리카공화국,공용,0,3,-100
201708,아프리카,남아프리카공화국,유학연수,9,7,28.6
201708,아프리카,남아프리카공화국,기타,697,1114,-37.4
201708,아프리카,남아프리카공화국,전체,1166,1638,-28.8
201708,아프리카,기타,관광,1821,1839,-1
201708,아프리카,기타,상용,431,411,4.9
201708,아프리카,기타,공용,164,61,168.9
201708,아프리카,기타,유학연수,826,745,10.9
201708,아프리카,기타,기타,557,1719,-67.6
201708,아프리카,기타,전체,3799,4775,-20.4
201708,기타,연도대륙,관광,28,32,-12.5
201708,기타,연도대륙,상용,0,0,0
201708,기타,연도대륙,공용,0,0,0
201708,기타,연도대륙,유학연수,2,3,-33.3
201708,기타,연도대륙,기타,16,17,-5.9
201708,기타,연도대륙,전체,46,52,-11.5
201708,기타,기타,관광,28,32,-12.5
201708,기타,기타,상용,0,0,0
201708,기타,기타,공용,0,0,0
201708,기타,기타,유학연수,2,3,-33.3
201708,기타,기타,기타,16,17,-5.9
201708,기타,기타,전체,46,52,-11.5
201708,교포,연도대륙,관광,0,0,0
201708,교포,연도대륙,상용,0,0,0
201708,교포,연도대륙,공용,0,0,0
201708,교포,연도대륙,유학연수,0,0,0
201708,교포,연도대륙,기타,22438,22819,-1.7
201708,교포,연도대륙,전체,22438,22819,-1.7
201708,교포,교포,관광,0,0,0
201708,교포,교포,상용,0,0,0
201708,교포,교포,공용,0,0,0
201708,교포,교포,유학연수,0,0,0
201708,교포,교포,기타,22438,22819,-1.7
201708,교포,교포,전체,22438,22819,-1.7
201709,대륙전체,연도,관광,839415,1199450,-30
201709,대륙전체,연도,상용,13908,15556,-10.6
201709,대륙전체,연도,공용,5367,4422,21.4
201709,대륙전체,연도,유학연수,24787,25300,-2
